Index	Tissue	Dataset_ID	Sample_ID	T:Tissue;C:Cellline	Cellline_name	Expression_level
34	Adipose-Normal	GSE7307	GSM176121	T	None	10.1163435
35	Adipose-Normal	GSE13506	GSM340489	T	None	9.308339
36	Adipose-Normal	GSE13506	GSM340490	T	None	9.057992
37	Adipose-Normal	GSE13506	GSM340491	T	None	9.095397
38	Adipose-Normal	GSE13506	GSM340492	T	None	9.269127
39	Adipose-Normal	GSE13506	GSM340493	T	None	9.0223675
40	Adipose-Normal	GSE13506	GSM340494	T	None	9.1674185
41	Adipose-Normal	GSE13506	GSM340495	T	None	9.663558
42	Adipose-Normal	GSE13506	GSM340496	T	None	9.113742
43	Adipose-Normal	GSE13506	GSM340497	T	None	9.209454
44	Adipose-Normal	GSE13506	GSM340498	T	None	9.598052
45	Adipose-Normal	GSE13506	GSM340499	T	None	9.461479
46	Adipose-Normal	GSE13506	GSM340500	T	None	9.381543
47	Adipose-Normal	GSE13506	GSM340501	T	None	9.47978
48	Adipose-Normal	GSE13506	GSM340502	T	None	9.271463
49	Adipose-Normal	GSE13506	GSM340503	T	None	9.308339
50	Adipose-Normal	GSE13506	GSM340504	T	None	9.2946205
51	Adipose-Normal	GSE13506	GSM340505	T	None	9.413628
52	Adipose-Normal	GSE13506	GSM340506	T	None	9.027906
53	Adipose-Normal	GSE13506	GSM340507	T	None	8.945444
54	Adipose-Normal	GSE13506	GSM340508	T	None	8.861087
55	Adipose-Normal	GSE13506	GSM340509	T	None	8.483816
56	Adipose-Normal	GSE13506	GSM340510	T	None	9.411511
57	Adipose-Normal	GSE13506	GSM340511	T	None	9.159871
58	Adipose-Normal	GSE13506	GSM340512	T	None	8.98014
59	Adipose-Normal	GSE13506	GSM340513	T	None	9.098032
60	Adipose-Normal	GSE13506	GSM340514	T	None	8.854868
61	Adipose-Normal	GSE13506	GSM340515	T	None	9.1848755
62	Adipose-Normal	GSE13506	GSM340516	T	None	8.97728
63	Adipose-Normal	GSE13506	GSM340517	T	None	8.285402
64	Adipose-Normal	GSE13506	GSM340518	T	None	9.543032
65	Adipose-Normal	GSE13506	GSM340519	T	None	8.83289
66	Adipose-Normal	GSE13506	GSM340520	T	None	9.247928
67	Adipose-Normal	GSE13506	GSM340521	T	None	9.649256
68	Adipose-Normal	GSE13506	GSM340522	T	None	9.625709
69	Adipose-Normal	GSE13506	GSM340523	T	None	9.748193
70	Adipose-Normal	GSE13506	GSM340524	T	None	9.515699
71	Adipose-Normal	GSE13506	GSM340525	T	None	9.705632
72	Adipose-Normal	GSE13506	GSM340526	T	None	9.447083
73	Adipose-Normal	GSE13506	GSM340527	T	None	9.41996
74	Adipose-Normal	GSE13506	GSM340528	T	None	9.807355
75	Adipose-Normal	GSE13506	GSM340529	T	None	9.330916
76	Adipose-Normal	GSE13506	GSM340530	T	None	9.348728
77	Adipose-Normal	GSE13506	GSM340531	T	None	9.537218
78	Adipose-Normal	GSE13506	GSM340532	T	None	9.430452
79	Adipose-Normal	GSE13506	GSM340533	T	None	9.447083
80	Adipose-Normal	GSE13506	GSM340534	T	None	8.942514
81	Adipose-Normal	GSE13506	GSM340535	T	None	9.560333
82	Adipose-Normal	GSE13506	GSM340536	T	None	9.455327
83	Adrenal_Gland-Cancer	GSE19776	GSM1094056	T	None	9.83289
84	Adrenal_Gland-Cancer	GSE19776	GSM1094057	T	None	10.1111355
85	Adrenal_Gland-Cancer	GSE19776	GSM1094058	T	None	9.581201
86	Adrenal_Gland-Cancer	GSE19776	GSM1094059	T	None	9.497851
87	Adrenal_Gland-Cancer	GSE19776	GSM1094060	T	None	10.2179575
88	Adrenal_Gland-Cancer	GSE19776	GSM1094061	T	None	8.909893
89	Adrenal_Gland-Cancer	GSE19776	GSM1094062	T	None	10.312883
90	Adrenal_Gland-Cancer	GSE19776	GSM1094063	T	None	10.308339
91	Adrenal_Gland-Cancer	GSE19776	GSM1094064	T	None	9.342074
92	Adrenal_Gland-Cancer	GSE19776	GSM1094065	T	None	9.629356
93	Adrenal_Gland-Cancer	GSE19776	GSM1094066	T	None	10.276124
94	Adrenal_Gland-Cancer	GSE19776	GSM1094067	T	None	9.95565
95	Adrenal_Gland-Cancer	GSE19776	GSM1094068	T	None	10.2772875
96	Adrenal_Gland-Cancer	GSE19776	GSM1094069	T	None	10.364135
97	Adrenal_Gland-Cancer	GSE19776	GSM1094070	T	None	10.5736475
98	Adrenal_Gland-Cancer	GSE19776	GSM1094071	T	None	9.871905
99	Adrenal_Gland-Cancer	GSE19776	GSM1094072	T	None	9.727921
100	Adrenal_Gland-Cancer	GSE19776	GSM1094073	T	None	9.174926
101	Adrenal_Gland-Cancer	GSE19776	GSM1094074	T	None	9.939579
102	Adrenal_Gland-Cancer	GSE19776	GSM1094075	T	None	9.908393
103	Adrenal_Gland-Cancer	GSE19776	GSM1094076	T	None	9.0741415
104	Adrenal_Gland-Cancer	GSE19776	GSM1094077	T	None	8.918863
105	Adrenal_Gland-Cancer	GSE19776	GSM1094078	T	None	8.668885
106	Adrenal_Gland-Cancer	GSE19776	GSM1094079	T	None	9.126704
107	Adrenal_Gland-Cancer	GSE19776	GSM1094080	T	None	9.330916
108	Adrenal_Gland-Cancer	GSE2109	GSM117754	T	None	9.463525
109	Adrenal_Gland-Cancer	GSE2109	GSM203678	T	None	9.321928
110	Adrenal_Gland-Cancer	GSE8514	GSM211446	T	None	11.325305
111	Adrenal_Gland-Cancer	GSE8514	GSM211451	T	None	11.8572035
112	Adrenal_Gland-Cancer	GSE8514	GSM211452	T	None	12.018895
113	Adrenal_Gland-Cancer	GSE8514	GSM211453	T	None	11.392854
114	Adrenal_Gland-Cancer	GSE8514	GSM211454	T	None	10.805744
115	Adrenal_Gland-Cancer	GSE8514	GSM211455	T	None	12.654188
116	Adrenal_Gland-Cancer	GSE8514	GSM211456	T	None	12.143383
117	Adrenal_Gland-Cancer	GSE8514	GSM211457	T	None	12.273795
118	Adrenal_Gland-Cancer	GSE8514	GSM211458	T	None	11.905387
119	Adrenal_Gland-Cancer	GSE8514	GSM211459	T	None	12.411246
120	Adrenal_Gland-Cancer	GSE8514	GSM211460	T	None	11.763627
121	Adrenal_Gland-Cancer	GSE2109	GSM38072	T	None	9.970106
122	Adrenal_Gland-Cancer	GSE2109	GSM46946	T	None	10.369597
123	Adrenal_Gland-Cancer	GSE19776	GSM493255	T	None	11.0539255
124	Adrenal_Gland-Cancer	GSE19776	GSM493256	T	None	9.759889
125	Adrenal_Gland-Cancer	GSE19776	GSM493257	T	None	9.981567
126	Adrenal_Gland-Cancer	GSE19776	GSM493258	T	None	10.095397
127	Adrenal_Gland-Cancer	GSE19776	GSM493259	T	None	11.468624
128	Adrenal_Gland-Cancer	GSE19776	GSM493260	T	None	10.929998
129	Adrenal_Gland-Cancer	GSE19776	GSM493261	T	None	11.170551
130	Adrenal_Gland-Cancer	GSE19776	GSM493262	T	None	11.031357
131	Adrenal_Gland-Cancer	GSE19776	GSM493263	T	None	11.352043
132	Adrenal_Gland-Cancer	GSE19776	GSM493264	T	None	10.952013
133	Adrenal_Gland-Cancer	GSE19776	GSM493265	T	None	10.63934
134	Adrenal_Gland-Cancer	GSE19776	GSM493266	T	None	10.761551
135	Adrenal_Gland-Cancer	GSE19776	GSM493267	T	None	11.0182
136	Adrenal_Gland-Cancer	GSE19776	GSM493268	T	None	10.458406
137	Adrenal_Gland-Cancer	GSE19776	GSM493269	T	None	10.086136
138	Adrenal_Gland-Cancer	GSE19776	GSM493270	T	None	10.803324
139	Adrenal_Gland-Cancer	GSE19776	GSM493271	T	None	12.395802
140	Adrenal_Gland-Cancer	GSE19776	GSM493272	T	None	9.776433
141	Adrenal_Gland-Cancer	GSE19776	GSM493273	T	None	9.891784
142	Adrenal_Gland-Cancer	GSE33371	GSM825377	T	None	10.98513
143	Adrenal_Gland-Cancer	GSE33371	GSM825378	T	None	11.588715
144	Adrenal_Gland-Cancer	GSE33371	GSM825379	T	None	10.16365
145	Adrenal_Gland-Cancer	GSE33371	GSM825380	T	None	11.312883
146	Adrenal_Gland-Cancer	GSE33371	GSM825381	T	None	11.909143
147	Adrenal_Gland-Cancer	GSE33371	GSM825382	T	None	11.717248
148	Adrenal_Gland-Cancer	GSE33371	GSM825383	T	None	12.536976
149	Adrenal_Gland-Cancer	GSE33371	GSM825384	T	None	12.100334
150	Adrenal_Gland-Cancer	GSE33371	GSM825385	T	None	11.80655
151	Adrenal_Gland-Cancer	GSE33371	GSM825386	T	None	11.231221
152	Adrenal_Gland-Cancer	GSE33371	GSM825387	T	None	11.583553
153	Adrenal_Gland-Cancer	GSE33371	GSM825388	T	None	11.681678
154	Adrenal_Gland-Cancer	GSE33371	GSM825389	T	None	12.191984
155	Adrenal_Gland-Cancer	GSE33371	GSM825390	T	None	11.824959
156	Adrenal_Gland-Cancer	GSE33371	GSM825391	T	None	11.918863
157	Adrenal_Gland-Cancer	GSE33371	GSM825392	T	None	11.181773
158	Adrenal_Gland-Cancer	GSE33371	GSM825393	T	None	11.639792
159	Adrenal_Gland-Cancer	GSE33371	GSM825394	T	None	12.17274
160	Adrenal_Gland-Cancer	GSE33371	GSM825395	T	None	12.084808
161	Adrenal_Gland-Cancer	GSE33371	GSM825396	T	None	11.880732
162	Adrenal_Gland-Cancer	GSE33371	GSM825397	T	None	10.9151325
163	Adrenal_Gland-Cancer	GSE33371	GSM825398	T	None	11.863799
164	Adrenal_Gland-Cancer	GSE33371	GSM825399	T	None	12.500095
165	Adrenal_Gland-Cancer	GSE33371	GSM825400	T	None	10.702172
166	Adrenal_Gland-Cancer	GSE33371	GSM825401	T	None	11.262682
167	Adrenal_Gland-Cancer	GSE33371	GSM825402	T	None	11.5736475
168	Adrenal_Gland-Cancer	GSE33371	GSM825403	T	None	12.256208
169	Adrenal_Gland-Cancer	GSE33371	GSM825404	T	None	12.13603
170	Adrenal_Gland-Cancer	GSE33371	GSM825405	T	None	11.50928
171	Adrenal_Gland-Cancer	GSE33371	GSM825406	T	None	11.017505
172	Adrenal_Gland-Cancer	GSE33371	GSM825407	T	None	11.939579
173	Adrenal_Gland-Cancer	GSE33371	GSM825408	T	None	10.432542
174	Adrenal_Gland-Cancer	GSE33371	GSM825409	T	None	11.039604
175	Adrenal_Gland-Cancer	GSE33371	GSM825410	T	None	10.405142
176	Adrenal_Gland-Cancer	GSE33371	GSM825411	T	None	10.824163
177	Adrenal_Gland-Cancer	GSE33371	GSM825412	T	None	11.06272
178	Adrenal_Gland-Cancer	GSE33371	GSM825413	T	None	11.21614
179	Adrenal_Gland-Cancer	GSE33371	GSM825414	T	None	11.464035
180	Adrenal_Gland-Cancer	GSE33371	GSM825415	T	None	10.647458
181	Adrenal_Gland-Cancer	GSE33371	GSM825416	T	None	10.686501
182	Adrenal_Gland-Cancer	GSE33371	GSM825417	T	None	10.2502985
183	Adrenal_Gland-Cancer	GSE33371	GSM825418	T	None	11.587309
184	Adrenal_Gland-Cancer	GSE33371	GSM825419	T	None	11.101975
185	Adrenal_Gland-Cancer	GSE33371	GSM825420	T	None	11.321364
186	Adrenal_Gland-Cancer	GSE33371	GSM825421	T	None	11.667111
187	Adrenal_Gland-Cancer	GSE33371	GSM825422	T	None	11.846665
188	Adrenal_Gland-Cancer	GSE33371	GSM825423	T	None	11.968307
189	Adrenal_Gland-Cancer	GSE33371	GSM825424	T	None	11.953469
190	Adrenal_Gland-Cancer	GSE33371	GSM825425	T	None	11.764872
191	Adrenal_Gland-Cancer	GSE33371	GSM825426	T	None	11.597121
192	Adrenal_Gland-Cancer	GSE33371	GSM825427	T	None	11.355902
193	Adrenal_Gland-Cancer	GSE33371	GSM825428	T	None	11.379378
194	Adrenal_Gland-Cancer	GSE33371	GSM825429	T	None	12.084144
195	Adrenal_Gland-Cancer	GSE33371	GSM825430	T	None	11.347068
196	Adrenal_Gland-Cancer	GSE33371	GSM825431	T	None	12.308623
197	Adrenal_Gland-Normal	GSE43346	GSM1060745	T	None	11.58637
198	Adrenal_Gland-Normal	GSE8514	GSM211447	T	None	11.859923
199	Adrenal_Gland-Normal	GSE8514	GSM211448	T	None	12.115044
200	Adrenal_Gland-Normal	GSE8514	GSM211449	T	None	12.186114
201	Adrenal_Gland-Normal	GSE8514	GSM211450	T	None	12.1270275
202	Adrenal_Gland-Normal	GSE19776	GSM493251	T	None	10.976564
203	Adrenal_Gland-Normal	GSE19776	GSM493252	T	None	12.02756
204	Adrenal_Gland-Normal	GSE19776	GSM493253	T	None	10.973698
205	Adrenal_Gland-Normal	GSE19776	GSM493254	T	None	11.1130905
206	Adrenal_Gland-Normal	GSE33371	GSM825367	T	None	11.546894
207	Adrenal_Gland-Normal	GSE33371	GSM825368	T	None	11.393927
208	Adrenal_Gland-Normal	GSE33371	GSM825369	T	None	11.894439
209	Adrenal_Gland-Normal	GSE33371	GSM825370	T	None	12.028597
210	Adrenal_Gland-Normal	GSE33371	GSM825371	T	None	11.454299
211	Adrenal_Gland-Normal	GSE33371	GSM825372	T	None	11.920353
212	Adrenal_Gland-Normal	GSE33371	GSM825373	T	None	12.046442
213	Adrenal_Gland-Normal	GSE33371	GSM825374	T	None	12.701956
214	Adrenal_Gland-Normal	GSE33371	GSM825375	T	None	11.373409
215	Adrenal_Gland-Normal	GSE33371	GSM825376	T	None	11.645208
246	Bladder-Cancer	GSE2109	GSM102434	T	None	10.078151
247	Bladder-Cancer	GSE2109	GSM102437	T	None	9.548821
248	Bladder-Cancer	GSE2109	GSM102470	T	None	9.41996
249	Bladder-Cancer	GSE2109	GSM102475	T	None	9.984419
253	Bladder-Cancer	GSE2109	GSM117677	T	None	9.278449
254	Bladder-Cancer	GSE2109	GSM137919	T	None	9.647458
255	Bladder-Cancer	GSE2109	GSM137976	T	None	8.8008995
256	Bladder-Cancer	GSE2109	GSM152625	T	None	9.703903
257	Bladder-Cancer	GSE2109	GSM152717	T	None	9.052568
258	Bladder-Cancer	GSE2109	GSM152732	T	None	10.1848755
259	Bladder-Cancer	GSE2109	GSM152779	T	None	9.78136
260	Bladder-Cancer	GSE2109	GSM152797	T	None	9.521601
261	Bladder-Cancer	GSE2109	GSM179874	T	None	9.491853
262	Bladder-Cancer	GSE2109	GSM179921	T	None	9.868822
263	Bladder-Cancer	GSE2109	GSM179926	T	None	9.843921
264	Bladder-Cancer	GSE7476	GSM180995	T	None	10.553629
265	Bladder-Cancer	GSE7476	GSM180996	T	None	10.871905
266	Bladder-Cancer	GSE7476	GSM180997	T	None	10.629356
267	Bladder-Cancer	GSE7476	GSM180998	T	None	10.750707
268	Bladder-Cancer	GSE7476	GSM180999	T	None	10.523562
269	Bladder-Cancer	GSE7476	GSM181000	T	None	10.642954
270	Bladder-Cancer	GSE7476	GSM181001	T	None	11.029978
271	Bladder-Cancer	GSE7476	GSM181002	T	None	10.9151325
272	Bladder-Cancer	GSE2109	GSM203714	T	None	9.455327
273	Bladder-Cancer	GSE2109	GSM203738	T	None	10.04029
274	Bladder-Cancer	GSE2109	GSM203753	T	None	10.178665
275	Bladder-Cancer	GSE2109	GSM203793	T	None	9.525521
276	Bladder-Cancer	GSE2109	GSM231906	T	None	9.228819
277	Bladder-Cancer	GSE2109	GSM46920	T	None	9.477758
278	Bladder-Cancer	GSE2109	GSM53030	T	None	9.55267
279	Bladder-Cancer	GSE2109	GSM53097	T	None	8.154819
280	Bladder-Cancer	GSE2109	GSM53117	T	None	9.560333
281	Bladder-Cancer	GSE2109	GSM53137	T	None	9.847057
282	Bladder-Cancer	GSE2109	GSM53139	T	None	9.941048
283	Bladder-Cancer	GSE30522	GSM756939	T	None	9.51767
284	Bladder-Cancer	GSE30522	GSM756940	T	None	8.219169
285	Bladder-Cancer	GSE2109	GSM76532	T	None	9.962896
286	Bladder-Cancer	GSE31189	GSM773124	T	None	5.169925
287	Bladder-Cancer	GSE31189	GSM773125	T	None	8.290019
288	Bladder-Cancer	GSE31189	GSM773126	T	None	8.942514
289	Bladder-Cancer	GSE31189	GSM773127	T	None	9.285402
290	Bladder-Cancer	GSE31189	GSM773128	T	None	9.0168085
291	Bladder-Cancer	GSE31189	GSM773129	T	None	9.0633955
292	Bladder-Cancer	GSE31189	GSM773130	T	None	6.5999126
293	Bladder-Cancer	GSE31189	GSM773131	T	None	8.1649065
294	Bladder-Cancer	GSE31189	GSM773132	T	None	8.383704
295	Bladder-Cancer	GSE31189	GSM773133	T	None	5.3923173
296	Bladder-Cancer	GSE31189	GSM773134	T	None	8.271463
297	Bladder-Cancer	GSE31189	GSM773135	T	None	8.823367
298	Bladder-Cancer	GSE31189	GSM773136	T	None	6.6293564
299	Bladder-Cancer	GSE31189	GSM773137	T	None	8.982993
300	Bladder-Cancer	GSE31189	GSM773138	T	None	5.9307375
301	Bladder-Cancer	GSE31189	GSM773139	T	None	5.9068904
302	Bladder-Cancer	GSE31189	GSM773140	T	None	8.515699
303	Bladder-Cancer	GSE31189	GSM773141	T	None	7.5849624
304	Bladder-Cancer	GSE31189	GSM773142	T	None	9.095397
305	Bladder-Cancer	GSE31189	GSM773143	T	None	8.744834
306	Bladder-Cancer	GSE31189	GSM773144	T	None	8.159871
307	Bladder-Cancer	GSE31189	GSM773145	T	None	9.6402445
308	Bladder-Cancer	GSE31189	GSM773146	T	None	6.066089
309	Bladder-Cancer	GSE31189	GSM773147	T	None	8.276124
310	Bladder-Cancer	GSE31189	GSM773148	T	None	8.118941
311	Bladder-Cancer	GSE31189	GSM773149	T	None	7.665336
312	Bladder-Cancer	GSE31189	GSM773150	T	None	9.036174
313	Bladder-Cancer	GSE31189	GSM773151	T	None	8.939579
314	Bladder-Cancer	GSE31189	GSM773152	T	None	7.9248123
315	Bladder-Cancer	GSE31189	GSM773153	T	None	6.066089
316	Bladder-Cancer	GSE31189	GSM773154	T	None	7.7142453
317	Bladder-Cancer	GSE31189	GSM773155	T	None	8.581201
318	Bladder-Cancer	GSE31189	GSM773156	T	None	8.820179
319	Bladder-Cancer	GSE31189	GSM773157	T	None	7.643856
320	Bladder-Cancer	GSE31189	GSM773158	T	None	7.4676056
321	Bladder-Cancer	GSE31189	GSM773159	T	None	9.672425
322	Bladder-Cancer	GSE31189	GSM773160	T	None	8.238404
323	Bladder-Cancer	GSE31189	GSM773161	T	None	9.008429
324	Bladder-Cancer	GSE31189	GSM773162	T	None	9.79279
325	Bladder-Cancer	GSE31189	GSM773163	T	None	8.744834
326	Bladder-Cancer	GSE31189	GSM773164	T	None	7.4429436
327	Bladder-Cancer	GSE31189	GSM773165	T	None	7.8137813
328	Bladder-Cancer	GSE31189	GSM773166	T	None	8.144658
329	Bladder-Cancer	GSE31189	GSM773167	T	None	6.9425144
330	Bladder-Cancer	GSE31189	GSM773168	T	None	8.9128895
331	Bladder-Cancer	GSE31189	GSM773169	T	None	8.592457
332	Bladder-Cancer	GSE31189	GSM773170	T	None	8.290019
333	Bladder-Cancer	GSE31189	GSM773171	T	None	9.02514
334	Bladder-Cancer	GSE31189	GSM773172	T	None	5.426265
335	Bladder-Cancer	GSE31189	GSM773173	T	None	9.147205
336	Bladder-Cancer	GSE31189	GSM773174	T	None	8.823367
337	Bladder-Cancer	GSE31189	GSM773175	T	None	6.7142453
338	Bladder-Cancer	GSE31684	GSM786491	T	None	10.084808
339	Bladder-Cancer	GSE31684	GSM786492	T	None	10.156083
340	Bladder-Cancer	GSE31684	GSM786493	T	None	10.42836
341	Bladder-Cancer	GSE31684	GSM786494	T	None	10.536247
342	Bladder-Cancer	GSE31684	GSM786495	T	None	10.869594
343	Bladder-Cancer	GSE31684	GSM786496	T	None	10.951284
344	Bladder-Cancer	GSE31684	GSM786497	T	None	10.104599
345	Bladder-Cancer	GSE31684	GSM786498	T	None	9.794415
346	Bladder-Cancer	GSE31684	GSM786499	T	None	10.52943
347	Bladder-Cancer	GSE31684	GSM786500	T	None	9.967226
348	Bladder-Cancer	GSE31684	GSM786501	T	None	9.749869
349	Bladder-Cancer	GSE31684	GSM786502	T	None	10.0
350	Bladder-Cancer	GSE31684	GSM786503	T	None	10.80816
351	Bladder-Cancer	GSE31684	GSM786504	T	None	10.115044
352	Bladder-Cancer	GSE31684	GSM786505	T	None	9.754888
353	Bladder-Cancer	GSE31684	GSM786506	T	None	10.743993
354	Bladder-Cancer	GSE31684	GSM786507	T	None	9.700439
355	Bladder-Cancer	GSE31684	GSM786508	T	None	10.917372
356	Bladder-Cancer	GSE31684	GSM786509	T	None	11.062046
357	Bladder-Cancer	GSE31684	GSM786510	T	None	11.539643
358	Bladder-Cancer	GSE31684	GSM786511	T	None	10.404078
359	Bladder-Cancer	GSE31684	GSM786512	T	None	11.06002
360	Bladder-Cancer	GSE31684	GSM786513	T	None	9.531382
361	Bladder-Cancer	GSE31684	GSM786514	T	None	10.24674
362	Bladder-Cancer	GSE31684	GSM786515	T	None	10.891784
363	Bladder-Cancer	GSE31684	GSM786516	T	None	10.543032
364	Bladder-Cancer	GSE31684	GSM786517	T	None	11.240791
365	Bladder-Cancer	GSE31684	GSM786518	T	None	10.232421
366	Bladder-Cancer	GSE31684	GSM786519	T	None	10.468624
367	Bladder-Cancer	GSE31684	GSM786520	T	None	10.139551
368	Bladder-Cancer	GSE31684	GSM786521	T	None	10.1848755
369	Bladder-Cancer	GSE31684	GSM786522	T	None	10.100662
370	Bladder-Cancer	GSE31684	GSM786523	T	None	9.924812
371	Bladder-Cancer	GSE31684	GSM786524	T	None	10.02514
372	Bladder-Cancer	GSE31684	GSM786525	T	None	10.2300205
373	Bladder-Cancer	GSE31684	GSM786526	T	None	9.696967
374	Bladder-Cancer	GSE31684	GSM786527	T	None	10.169925
375	Bladder-Cancer	GSE31684	GSM786528	T	None	10.97298
376	Bladder-Cancer	GSE31684	GSM786529	T	None	10.239598
377	Bladder-Cancer	GSE31684	GSM786530	T	None	10.554589
378	Bladder-Cancer	GSE31684	GSM786531	T	None	9.388018
379	Bladder-Cancer	GSE31684	GSM786532	T	None	10.3072
380	Bladder-Cancer	GSE31684	GSM786533	T	None	11.502335
381	Bladder-Cancer	GSE31684	GSM786534	T	None	10.209454
382	Bladder-Cancer	GSE31684	GSM786535	T	None	10.1111355
383	Bladder-Cancer	GSE31684	GSM786536	T	None	9.975848
384	Bladder-Cancer	GSE31684	GSM786537	T	None	10.436711
385	Bladder-Cancer	GSE31684	GSM786538	T	None	10.203348
386	Bladder-Cancer	GSE31684	GSM786539	T	None	10.504819
387	Bladder-Cancer	GSE31684	GSM786540	T	None	9.531382
388	Bladder-Cancer	GSE31684	GSM786541	T	None	10.276124
389	Bladder-Cancer	GSE31684	GSM786542	T	None	10.868051
390	Bladder-Cancer	GSE31684	GSM786543	T	None	10.391244
391	Bladder-Cancer	GSE31684	GSM786544	T	None	9.876517
392	Bladder-Cancer	GSE31684	GSM786545	T	None	9.761551
393	Bladder-Cancer	GSE31684	GSM786546	T	None	9.491853
394	Bladder-Cancer	GSE31684	GSM786547	T	None	10.407268
395	Bladder-Cancer	GSE31684	GSM786548	T	None	10.539159
396	Bladder-Cancer	GSE31684	GSM786549	T	None	9.84235
397	Bladder-Cancer	GSE31684	GSM786550	T	None	11.1325
398	Bladder-Cancer	GSE31684	GSM786551	T	None	9.495855
399	Bladder-Cancer	GSE31684	GSM786552	T	None	10.589651
400	Bladder-Cancer	GSE31684	GSM786553	T	None	10.328675
401	Bladder-Cancer	GSE31684	GSM786554	T	None	10.940313
402	Bladder-Cancer	GSE31684	GSM786555	T	None	10.544965
403	Bladder-Cancer	GSE31684	GSM786556	T	None	9.818583
404	Bladder-Cancer	GSE31684	GSM786557	T	None	10.084808
405	Bladder-Cancer	GSE31684	GSM786558	T	None	10.361944
406	Bladder-Cancer	GSE31684	GSM786559	T	None	10.898602
407	Bladder-Cancer	GSE31684	GSM786560	T	None	10.6510515
408	Bladder-Cancer	GSE31684	GSM786561	T	None	10.049849
409	Bladder-Cancer	GSE31684	GSM786562	T	None	10.356452
410	Bladder-Cancer	GSE31684	GSM786563	T	None	10.357552
411	Bladder-Cancer	GSE31684	GSM786564	T	None	8.471675
412	Bladder-Cancer	GSE31684	GSM786565	T	None	9.581201
413	Bladder-Cancer	GSE31684	GSM786566	T	None	9.611025
414	Bladder-Cancer	GSE31684	GSM786567	T	None	10.41996
415	Bladder-Cancer	GSE31684	GSM786568	T	None	10.045759
416	Bladder-Cancer	GSE31684	GSM786569	T	None	10.430452
417	Bladder-Cancer	GSE31684	GSM786570	T	None	9.759889
418	Bladder-Cancer	GSE31684	GSM786571	T	None	10.568906
419	Bladder-Cancer	GSE31684	GSM786572	T	None	10.286558
420	Bladder-Cancer	GSE31684	GSM786573	T	None	9.698705
421	Bladder-Cancer	GSE31684	GSM786574	T	None	9.79279
422	Bladder-Cancer	GSE31684	GSM786575	T	None	10.856425
423	Bladder-Cancer	GSE31684	GSM786576	T	None	9.700439
424	Bladder-Cancer	GSE31684	GSM786577	T	None	9.659996
425	Bladder-Cancer	GSE31684	GSM786578	T	None	9.868822
426	Bladder-Cancer	GSE31684	GSM786579	T	None	10.368506
427	Bladder-Cancer	GSE31684	GSM786580	T	None	10.407268
428	Bladder-Cancer	GSE31684	GSM786581	T	None	9.911392
429	Bladder-Cancer	GSE31684	GSM786582	T	None	9.888743
430	Bladder-Cancer	GSE31684	GSM786583	T	None	9.911392
433	Bladder-Cancer	GSE2109	GSM88993	T	None	9.829722
434	Bladder-Cancer	GSE2109	GSM89048	T	None	9.436711
435	Bladder-Cancer	GSE2109	GSM89073	T	None	9.221587
