Index	Tissue	Dataset_ID	Sample_ID	T:Tissue;C:Cellline	Cellline_name	Expression_level
373	Bladder-Cancer	GSE31684	GSM786526	T	None	11.76072
374	Bladder-Cancer	GSE31684	GSM786527	T	None	12.165221
375	Bladder-Cancer	GSE31684	GSM786528	T	None	11.850577
376	Bladder-Cancer	GSE31684	GSM786529	T	None	11.476747
377	Bladder-Cancer	GSE31684	GSM786530	T	None	11.523072
378	Bladder-Cancer	GSE31684	GSM786531	T	None	11.71682
379	Bladder-Cancer	GSE31684	GSM786532	T	None	11.38694
380	Bladder-Cancer	GSE31684	GSM786533	T	None	10.953469
381	Bladder-Cancer	GSE31684	GSM786534	T	None	11.607793
382	Bladder-Cancer	GSE31684	GSM786535	T	None	12.103944
383	Bladder-Cancer	GSE31684	GSM786536	T	None	11.605479
384	Bladder-Cancer	GSE31684	GSM786537	T	None	11.55267
385	Bladder-Cancer	GSE31684	GSM786538	T	None	11.696098
386	Bladder-Cancer	GSE31684	GSM786539	T	None	11.582612
387	Bladder-Cancer	GSE31684	GSM786540	T	None	11.283089
388	Bladder-Cancer	GSE31684	GSM786541	T	None	11.830515
389	Bladder-Cancer	GSE31684	GSM786542	T	None	11.579316
390	Bladder-Cancer	GSE31684	GSM786543	T	None	11.404078
391	Bladder-Cancer	GSE31684	GSM786544	T	None	11.265029
392	Bladder-Cancer	GSE31684	GSM786545	T	None	11.744413
393	Bladder-Cancer	GSE31684	GSM786546	T	None	11.73471
394	Bladder-Cancer	GSE31684	GSM786547	T	None	11.506308
395	Bladder-Cancer	GSE31684	GSM786548	T	None	11.15165
396	Bladder-Cancer	GSE31684	GSM786549	T	None	11.982993
397	Bladder-Cancer	GSE31684	GSM786550	T	None	10.840778
398	Bladder-Cancer	GSE31684	GSM786551	T	None	11.595258
399	Bladder-Cancer	GSE31684	GSM786552	T	None	11.290595
400	Bladder-Cancer	GSE31684	GSM786553	T	None	11.101975
401	Bladder-Cancer	GSE31684	GSM786554	T	None	11.777255
402	Bladder-Cancer	GSE31684	GSM786555	T	None	11.96398
403	Bladder-Cancer	GSE31684	GSM786556	T	None	11.904634
404	Bladder-Cancer	GSE31684	GSM786557	T	None	10.940313
405	Bladder-Cancer	GSE31684	GSM786558	T	None	11.859535
406	Bladder-Cancer	GSE31684	GSM786559	T	None	12.006677
407	Bladder-Cancer	GSE31684	GSM786560	T	None	10.939579
408	Bladder-Cancer	GSE31684	GSM786561	T	None	11.495356
409	Bladder-Cancer	GSE31684	GSM786562	T	None	11.095397
410	Bladder-Cancer	GSE31684	GSM786563	T	None	11.136351
411	Bladder-Cancer	GSE31684	GSM786564	T	None	11.577429
412	Bladder-Cancer	GSE31684	GSM786565	T	None	11.74273
413	Bladder-Cancer	GSE31684	GSM786566	T	None	11.3592005
414	Bladder-Cancer	GSE31684	GSM786567	T	None	11.133784
415	Bladder-Cancer	GSE31684	GSM786568	T	None	11.769424
416	Bladder-Cancer	GSE31684	GSM786569	T	None	11.522091
417	Bladder-Cancer	GSE31684	GSM786570	T	None	11.747773
418	Bladder-Cancer	GSE31684	GSM786571	T	None	11.2179575
419	Bladder-Cancer	GSE31684	GSM786572	T	None	11.540128
420	Bladder-Cancer	GSE31684	GSM786573	T	None	12.180841
421	Bladder-Cancer	GSE31684	GSM786574	T	None	11.497851
422	Bladder-Cancer	GSE31684	GSM786575	T	None	11.056638
423	Bladder-Cancer	GSE31684	GSM786576	T	None	11.166163
424	Bladder-Cancer	GSE31684	GSM786577	T	None	11.475734
425	Bladder-Cancer	GSE31684	GSM786578	T	None	11.416269
426	Bladder-Cancer	GSE31684	GSM786579	T	None	11.71682
427	Bladder-Cancer	GSE31684	GSM786580	T	None	11.375583
428	Bladder-Cancer	GSE31684	GSM786581	T	None	11.456868
429	Bladder-Cancer	GSE31684	GSM786582	T	None	10.821774
430	Bladder-Cancer	GSE31684	GSM786583	T	None	11.785044
433	Bladder-Cancer	GSE2109	GSM88993	T	None	11.112439
434	Bladder-Cancer	GSE2109	GSM89048	T	None	11.676839
435	Bladder-Cancer	GSE2109	GSM89073	T	None	11.251482
436	Bladder-Normal	GSE43346	GSM1060746	T	None	11.353698
